question_id,question,prediction,ground_truth,source_url,question_type,latency_sec
15c9a1f7-f532-40c5-9485-d2d959a865a8,Why did Monville engage Boullée as assistant to the architect Francois Barbier until 1780?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","A lawsuit requires Monville to pay Francois Barbier £6,000 for his work as a 'designer'. Monville probably designed many of the features and structures himself, or had a strong supervisory role. The garden included between 17 and 20 structures, of which ten still survive, mostly referring to classical antiquity. Those buildings included a summer house (the ""colonne brisée"", or ruined column), in the form of the base of a shattered column from an imaginary gigantic temple, an ice house in the form of an Egyptian pyramid, an obelisk, a colonnaded temple dedicated to Pan, an open-air theatre, a ruined Gothic Chapel and a Chinese pavilion.",https://en.wikipedia.org/wiki/D%C3%A9sert_de_Retz,inferential,54.468
d97eef99-893b-42be-86d1-bfd1513d364e,What is the name of the garden that was created by François Racine de Monville?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".",The Désert de Retz. (Source 1] The Désert de Retz. (Source 2] The Pyramid Ice House. (Source 3] The Column House. (Source 4] The Désert de Retz. (Source 5] The Désert de Retz. (Source 6] The Désert de Retz. (Source 7] The Désert de Retz. (Source 8] The Désert de Retz. (Source 9] The Désert de Retz. (Source 10] The Désert de Retz. (Source 11) The Désert de Retz. (Source 12) The Désert de Retz. (Source 13) The Désert de Retz. (Source 14) The Désert de Retz. (Source 15) The Désert de Retz. (Source 16) The Désert de Retz. (Source 17) The Désert de Retz,https://en.wikipedia.org/wiki/D%C3%A9sert_de_Retz,multi-hop,54.708
04f31da3-8762-472f-8548-7ee40c8c9885,What was the purpose of the hard fork?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".",to make mining on commonly available graphics cards economically viable. The stated purpose of the hard fork was to change the proof of work algorithm so that ASICs (Application-Specific Integrated Circuits) which are used to mine bitcoin cannot be used to mine the Bitcoin Gold blockchain in the hopes that enabling mining on commonly available graphics cards would allow mining from a home PC.,https://en.wikipedia.org/wiki/Bitcoin_Gold,factual,53.448
65e8e60d-db2c-4764-bfd6-fa1af51f1e9c,"What happened first, the 51% hashing attack or the attack by an unknown actor?","An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","51% hashing attack by an unknown actor. In May 2018, Bitcoin Gold was hit by a 51% hashing attack by an unknown actor. This type of attack makes it possible to manipulate the blockchain ledger on which transactions are recorded, and to spend the same digital coins more than once. During the attack, 388,000 BTG (worth approximately US$18 million) was stolen from several cryptocurrency exchanges.",https://en.wikipedia.org/wiki/Bitcoin_Gold,comparative,47.458
b53fd30d-3e2c-4bcf-b2be-82fc80f550ea,Why did the cryptographic code change?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","to make mining on commonly available graphics cards economically viable. The cryptocurrency has been hit by two 51% hashing attacks, once in 2018 and once in 2020. The stated purpose of the hard fork was to change the proof of work algorithm so that ASICs (Application-Specific Integrated Circuits) which are used to mine bitcoin cannot be used to mine the Bitcoin Gold blockchain in the hopes that enabling mining on commonly available graphics cards would allow mining from a home PC.",https://en.wikipedia.org/wiki/Bitcoin_Gold,inferential,50.39
7d53d099-71b5-4675-8b6d-3a23e173d991,What is the main idea of Bitcoin Gold?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","make mining on commonly available graphics cards economically viable. The stated purpose of the hard fork was to change the proof of work algorithm so that ASICs (Application-Specific Integrated Circuits) which are used to mine bitcoin cannot be used to mine the Bitcoin Gold blockchain in the hopes that enabling mining on commonly available graphics cards would allow mining from a home PC. The cryptocurrency has been hit by two 51% hashing attacks, once in 2018 and once in 2020.",https://en.wikipedia.org/wiki/Bitcoin_Gold,multi-hop,52.208
9d9174c6-1cde-48d2-b529-3566c115f5ae,What is the primary function of DBAs?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".",Database administration. [Source 1] Database administration. [Source 1] Database administration. [Source 1] Database administration. [Source 1] Database administration. [Source 1] Database administration. [Source 1] Database administration. [Source 1] Database administration. [Source 1] Database administration. [Source 1] Database administration. [Source 1] Database administration. [Source 1] Database administration.,https://en.wikipedia.org/wiki/Database_administration,factual,50.919
c9e50003-a35d-47b3-8490-093d5dd2c53a,What are the three types of DBAs?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","Systems DBAs (also referred to as physical DBAs, operations DBAs or production Support DBAs): focus on the physical aspects of database administration such as DBMS installation, configuration, patching, upgrades, backups, restores, refreshes, performance optimization, maintenance and disaster recovery. Development DBAs: focus on the logical and development aspects of database administration such as data model design and maintenance, DDL (data definition language) generation, SQL writing and tuning, coding stored procedures, collaborating with developers to help choose the most appropriate DBMS feature/functionality and other pre-production activities.",https://en.wikipedia.org/wiki/Database_administration,comparative,50.824
4f57fa91-014f-4c54-965c-443b121ca291,How do DBAs manage the database?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","DBMS installation, configuration, patching, upgrades, backups, restores, refreshes, performance optimization, maintenance and disaster recovery. They usually manage all the application components that interact with the database. They usually manage all the application components that interact with the database. The final answer: DBMS installation, configuration, patching, upgrades, backups, restores, performance optimization, maintenance and disaster recovery.",https://en.wikipedia.org/wiki/Database_administration,inferential,51.665
dc36a184-f765-4330-b0f8-fcbc26293a6b,What are the three types of DBAs?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","Systems DBAs (also referred to as physical DBAs, operations DBAs or production Support DBAs): focus on the physical aspects of database administration such as DBMS installation, configuration, patching, upgrades, backups, restores, refreshes, performance optimization, maintenance and disaster recovery. Development DBAs: focus on the logical and development aspects of database administration such as data model design and maintenance, DDL (data definition language) generation, SQL writing and tuning, coding stored procedures, collaborating with developers to help choose the most appropriate DBMS feature/functionality and other pre-production activities.",https://en.wikipedia.org/wiki/Database_administration,multi-hop,49.729
9790989a-7ea7-4428-8f77-34288bcda7f5,What year did Hose play collegiate tennis in the United States?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".",1967 to 1971.. (Source 1). (Source 2). (Source 3). (Source 4). (Source 5). (Source 6). (Source 7). (Source 8). (Source 9). (Source 10). (Source 11). (Source 12). (Source 13). (Source 14). (Source 15). (Source 16). (Source 17). (Source 18). (Source 19). (Source 20). (Source 21).,https://en.wikipedia.org/wiki/Humphrey_Hose,factual,49.903
79a3dc14-60ed-40ac-a693-174fcb125d1c,What year did Hose play for Venezuela in the Davis Cup?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".",1965. (Source 1). (Source 2). (Source 3). (Source 4). (Source 5). (Source 6). (Source 7). (Source 8). (Source 9). (Source 10). (Source 11). (Source 12). (Source 13). (Source 14). (Source 15). (Source 16). (Source 17). (Source 18). (Source 19). (Source 20). (Source 21).,https://en.wikipedia.org/wiki/Humphrey_Hose,comparative,49.007
fa4f0cf5-92bd-493f-9ca8-ecdc388fef62,How many Davis Cup ties did Hose play for Venezuela?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","16 Davis Cup ties.. a total of 16 Davis Cup ties for Venezuela.. the last in 1979.. He finished with a 17/26 record, with 13 of those wins in singles, one of which was over American Dick Stockton in Caracas in 1976.. Hose played a total of 16 Davis Cup ties for Venezuela.. the last in 1979.",https://en.wikipedia.org/wiki/Humphrey_Hose,inferential,51.031
082df755-7f05-40c9-b9f6-dbaf8dc36867,What year did Hose play for Venezuela?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".",1965. (Source 1). (Source 2). (Source 3). (Source 4). (Source 5). (Source 6). (Source 7). (Source 8). (Source 9). (Source 10). (Source 11). (Source 12). (Source 13). (Source 14). (Source 15). (Source 16). (Source 17). (Source 18). (Source 19). (Source 20). (Source 21).,https://en.wikipedia.org/wiki/Humphrey_Hose,multi-hop,50.974
